time,open,high,low,close
2529705600,-1.07,-1.07,-1.07,-1.07
2532384000,-0.81,-0.81,-0.81,-0.81
2534976000,-0.71,-0.71,-0.71,-0.71
2537654400,-0.64,-0.64,-0.64,-0.64
2540246400,-0.55,-0.55,-0.55,-0.55
2542924800,-0.51,-0.51,-0.51,-0.51
2545603200,-0.55,-0.55,-0.55,-0.55
2548195200,-0.63,-0.63,-0.63,-0.63
2550873600,-0.75,-0.75,-0.75,-0.75
2553465600,-0.74,-0.74,-0.74,-0.74
2556144000,-0.68,-0.68,-0.68,-0.68
2558822400,-0.52,-0.52,-0.52,-0.52
2561241600,-0.44,-0.44,-0.44,-0.44
2563920000,-0.34,-0.34,-0.34,-0.34
2566512000,-0.25,-0.25,-0.25,-0.25
2569190400,-0.12,-0.12,-0.12,-0.12
2571782400,-0.08,-0.08,-0.08,-0.08
2574460800,-0.13,-0.13,-0.13,-0.13
2577139200,-0.19,-0.19,-0.19,-0.19
2579731200,-0.29,-0.29,-0.29,-0.29
2582409600,-0.35,-0.35,-0.35,-0.35
2585001600,-0.31,-0.31,-0.31,-0.31
2587680000,-0.15,-0.15,-0.15,-0.15
2590358400,0.03,0.03,0.03,0.03
2592864000,0.09,0.09,0.09,0.09
2595542400,0.2,0.2,0.2,0.2
2598134400,0.43,0.43,0.43,0.43
2600812800,0.65,0.65,0.65,0.65
2603404800,0.79,0.79,0.79,0.79
2606083200,0.86,0.86,0.86,0.86
2608761600,1.01,1.01,1.01,1.01
2611353600,1.21,1.21,1.21,1.21
2614032000,1.31,1.31,1.31,1.31
2616624000,1.14,1.14,1.14,1.14
2619302400,0.92,0.92,0.92,0.92
2621980800,0.63,0.63,0.63,0.63
2624400000,0.38,0.38,0.38,0.38
2627078400,-0.04,-0.04,-0.04,-0.04
2629670400,-0.26,-0.26,-0.26,-0.26
2632348800,-0.16,-0.16,-0.16,-0.16
2634940800,0.08,0.08,0.08,0.08
2637619200,0.21,0.21,0.21,0.21
2640297600,0.26,0.26,0.26,0.26
2642889600,0.29,0.29,0.29,0.29
2645568000,0.35,0.35,0.35,0.35
2648160000,0.35,0.35,0.35,0.35
2650838400,0.37,0.37,0.37,0.37
2653516800,0.31,0.31,0.31,0.31
2655936000,0.23,0.23,0.23,0.23
2658614400,0.17,0.17,0.17,0.17
2661206400,0.17,0.17,0.17,0.17
2663884800,0.28,0.28,0.28,0.28
2666476800,0.47,0.47,0.47,0.47
2669155200,0.64,0.64,0.64,0.64
2671833600,0.7,0.7,0.7,0.7
2674425600,0.67,0.67,0.67,0.67
2677104000,0.66,0.66,0.66,0.66
2679696000,0.69,0.69,0.69,0.69
2682374400,0.64,0.64,0.64,0.64
2685052800,0.58,0.58,0.58,0.58
2687472000,0.45,0.45,0.45,0.45
2690150400,0.43,0.43,0.43,0.43
2692742400,0.29,0.29,0.29,0.29
2695420800,0.11,0.11,0.11,0.11
2698012800,-0.06,-0.06,-0.06,-0.06
2700691200,-0.14,-0.14,-0.14,-0.14
2703369600,-0.11,-0.11,-0.11,-0.11
2705961600,-0.29,-0.29,-0.29,-0.29
2708640000,-0.57,-0.57,-0.57,-0.57
2711232000,-0.84,-0.84,-0.84,-0.84
2713910400,-0.85,-0.85,-0.85,-0.85
2716588800,-0.77,-0.77,-0.77,-0.77
2719094400,-0.57,-0.57,-0.57,-0.57
2721772800,-0.37,-0.37,-0.37,-0.37
2724364800,-0.14,-0.14,-0.14,-0.14
2727043200,-0.03,-0.03,-0.03,-0.03
2729635200,0.1,0.1,0.1,0.1
2732313600,0.3,0.3,0.3,0.3
2734992000,0.54,0.54,0.54,0.54
2737584000,0.77,0.77,0.77,0.77
2740262400,0.94,0.94,0.94,0.94
2742854400,0.94,0.94,0.94,0.94
2745532800,0.66,0.66,0.66,0.66
2748211200,0.22,0.22,0.22,0.22
2750630400,-0.12,-0.12,-0.12,-0.12
2753308800,-0.32,-0.32,-0.32,-0.32
2755900800,-0.38,-0.38,-0.38,-0.38
2758579200,-0.47,-0.47,-0.47,-0.47
2761171200,-0.56,-0.56,-0.56,-0.56
2763849600,-0.81,-0.81,-0.81,-0.81
2766528000,-1.07,-1.07,-1.07,-1.07
2769120000,-1.34,-1.34,-1.34,-1.34
2771798400,-1.5,-1.5,-1.5,-1.5
2774390400,-1.6,-1.6,-1.6,-1.6
2777068800,-1.64,-1.64,-1.64,-1.64
2779747200,-1.52,-1.52,-1.52,-1.52
2782166400,-1.29,-1.29,-1.29,-1.29
2784844800,-1.01,-1.01,-1.01,-1.01
2787436800,-0.84,-0.84,-0.84,-0.84
2790115200,-0.61,-0.61,-0.61,-0.61
2792707200,-0.37,-0.37,-0.37,-0.37
2795385600,-0.23,-0.23,-0.23,-0.23
2798064000,-0.24,-0.24,-0.24,-0.24
2800656000,-0.35,-0.35,-0.35,-0.35
2803334400,-0.55,-0.55,-0.55,-0.55
2805926400,-0.73,-0.73,-0.73,-0.73
2808604800,-0.85,-0.85,-0.85,-0.85
2811283200,-0.79,-0.79,-0.79,-0.79
2813702400,-0.61,-0.61,-0.61,-0.61
2816380800,-0.33,-0.33,-0.33,-0.33
2818972800,0.01,0.01,0.01,0.01
2821651200,0.28,0.28,0.28,0.28
2824243200,0.45,0.45,0.45,0.45
2826921600,0.58,0.58,0.58,0.58
2829600000,0.71,0.71,0.71,0.71
2832192000,1.01,1.01,1.01,1.01
2834870400,1.36,1.36,1.36,1.36
2837462400,1.56,1.56,1.56,1.56
2840140800,1.5,1.5,1.5,1.5
2842819200,1.22,1.22,1.22,1.22
2845324800,0.84,0.84,0.84,0.84
2848003200,0.35,0.35,0.35,0.35
2850595200,-0.17,-0.17,-0.17,-0.17
2853273600,-0.66,-0.66,-0.66,-0.66
2855865600,-1.05,-1.05,-1.05,-1.05
2858544000,-1.35,-1.35,-1.35,-1.35
2861222400,-1.56,-1.56,-1.56,-1.56
2863814400,-1.64,-1.64,-1.64,-1.64
2866492800,-1.64,-1.64,-1.64,-1.64
2869084800,-1.54,-1.54,-1.54,-1.54
2871763200,-1.31,-1.31,-1.31,-1.31
2874441600,-1.04,-1.04,-1.04,-1.04
2876860800,-0.8,-0.8,-0.8,-0.8
2879539200,-0.62,-0.62,-0.62,-0.62
2882131200,-0.46,-0.46,-0.46,-0.46
2884809600,-0.37,-0.37,-0.37,-0.37
2887401600,-0.43,-0.43,-0.43,-0.43
2890080000,-0.58,-0.58,-0.58,-0.58
2892758400,-0.79,-0.79,-0.79,-0.79
2895350400,-0.96,-0.96,-0.96,-0.96
2898028800,-1.02,-1.02,-1.02,-1.02
2900620800,-0.92,-0.92,-0.92,-0.92
2903299200,-0.72,-0.72,-0.72,-0.72
2905977600,-0.57,-0.57,-0.57,-0.57
2908396800,-0.46,-0.46,-0.46,-0.46
2911075200,-0.36,-0.36,-0.36,-0.36
2913667200,-0.17,-0.17,-0.17,-0.17
2916345600,0.06,0.06,0.06,0.06
2918937600,0.3,0.3,0.3,0.3
2921616000,0.41,0.41,0.41,0.41
2924294400,0.41,0.41,0.41,0.41
2926886400,0.31,0.31,0.31,0.31
2929564800,0.13,0.13,0.13,0.13
2932156800,-0.1,-0.1,-0.1,-0.1
2934835200,-0.29,-0.29,-0.29,-0.29
2937513600,-0.29,-0.29,-0.29,-0.29
2939932800,-0.21,-0.21,-0.21,-0.21
2942611200,-0.19,-0.19,-0.19,-0.19
2945203200,-0.27,-0.27,-0.27,-0.27
2947881600,-0.34,-0.34,-0.34,-0.34
2950473600,-0.35,-0.35,-0.35,-0.35
2953152000,-0.28,-0.28,-0.28,-0.28
2955830400,-0.21,-0.21,-0.21,-0.21
2958422400,-0.13,-0.13,-0.13,-0.13
2961100800,-0.1,-0.1,-0.1,-0.1
2963692800,-0.15,-0.15,-0.15,-0.15
2966371200,-0.28,-0.28,-0.28,-0.28
2969049600,-0.32,-0.32,-0.32,-0.32
2971555200,-0.14,-0.14,-0.14,-0.14
2974233600,0.15,0.15,0.15,0.15
2976825600,0.31,0.31,0.31,0.31
2979504000,0.23,0.23,0.23,0.23
2982096000,0.1,0.1,0.1,0.1
2984774400,0.11,0.11,0.11,0.11
2987452800,0.28,0.28,0.28,0.28
2990044800,0.54,0.54,0.54,0.54
2992723200,0.71,0.71,0.71,0.71
2995315200,0.77,0.77,0.77,0.77
2997993600,0.69,0.69,0.69,0.69
3000672000,0.61,0.61,0.61,0.61
3003091200,0.65,0.65,0.65,0.65
3005769600,0.81,0.81,0.81,0.81
3008361600,1.02,1.02,1.02,1.02
3011040000,1.25,1.25,1.25,1.25
3013632000,1.57,1.57,1.57,1.57
3016310400,1.91,1.91,1.91,1.91
3018988800,2.21,2.21,2.21,2.21
3021580800,2.47,2.47,2.47,2.47
3024259200,2.64,2.64,2.64,2.64
3026851200,2.75,2.75,2.75,2.75
3029529600,2.63,2.63,2.63,2.63
3032208000,2.28,2.28,2.28,2.28
3034627200,1.71,1.71,1.71,1.71
3037305600,1.05,1.05,1.05,1.05
3039897600,0.49,0.49,0.49,0.49
3042576000,0.0,0.0,0.0,0.0
3045168000,-0.31,-0.31,-0.31,-0.31
3047846400,-0.5,-0.5,-0.5,-0.5
3050524800,-0.58,-0.58,-0.58,-0.58
3053116800,-0.64,-0.64,-0.64,-0.64
3055795200,-0.6,-0.6,-0.6,-0.6
3058387200,-0.45,-0.45,-0.45,-0.45
3061065600,-0.19,-0.19,-0.19,-0.19
3063744000,-0.02,-0.02,-0.02,-0.02
3066163200,0.18,0.18,0.18,0.18
3068841600,0.31,0.31,0.31,0.31
3071433600,0.4,0.4,0.4,0.4
3074112000,0.39,0.39,0.39,0.39
3076704000,0.19,0.19,0.19,0.19
3079382400,-0.07,-0.07,-0.07,-0.07
3082060800,-0.34,-0.34,-0.34,-0.34
3084652800,-0.6,-0.6,-0.6,-0.6
3087331200,-0.77,-0.77,-0.77,-0.77
3089923200,-0.86,-0.86,-0.86,-0.86
3092601600,-0.77,-0.77,-0.77,-0.77
3095280000,-0.71,-0.71,-0.71,-0.71
3097785600,-0.57,-0.57,-0.57,-0.57
3100464000,-0.39,-0.39,-0.39,-0.39
3103056000,-0.13,-0.13,-0.13,-0.13
3105734400,0.06,0.06,0.06,0.06
3108326400,0.14,0.14,0.14,0.14
3111004800,0.27,0.27,0.27,0.27
3113683200,0.53,0.53,0.53,0.53
3116275200,0.81,0.81,0.81,0.81
3118953600,0.97,0.97,0.97,0.97
3121545600,0.92,0.92,0.92,0.92
3124224000,0.89,0.89,0.89,0.89
3126902400,0.86,0.86,0.86,0.86
3129321600,0.84,0.84,0.84,0.84
3132000000,0.77,0.77,0.77,0.77
3134592000,0.64,0.64,0.64,0.64
3137270400,0.52,0.52,0.52,0.52
3139862400,0.33,0.33,0.33,0.33
3142540800,0.19,0.19,0.19,0.19
3145219200,0.23,0.23,0.23,0.23
3147811200,0.39,0.39,0.39,0.39
3150489600,0.58,0.58,0.58,0.58
3153081600,0.66,0.66,0.66,0.66
3155760000,0.64,0.64,0.64,0.64
3158438400,0.63,0.63,0.63,0.63
3160857600,0.53,0.53,0.53,0.53
3163536000,0.3,0.3,0.3,0.3
3166128000,0.01,0.01,0.01,0.01
3168806400,-0.23,-0.23,-0.23,-0.23
3171398400,-0.36,-0.36,-0.36,-0.36
3174076800,-0.53,-0.53,-0.53,-0.53
3176755200,-0.85,-0.85,-0.85,-0.85
3179347200,-1.12,-1.12,-1.12,-1.12
3182025600,-1.2,-1.2,-1.2,-1.2
3184617600,-1.08,-1.08,-1.08,-1.08
3187296000,-0.91,-0.91,-0.91,-0.91
3189974400,-0.79,-0.79,-0.79,-0.79
3192393600,-0.71,-0.71,-0.71,-0.71
3195072000,-0.55,-0.55,-0.55,-0.55
3197664000,-0.39,-0.39,-0.39,-0.39
3200342400,-0.3,-0.3,-0.3,-0.3
3202934400,-0.35,-0.35,-0.35,-0.35
3205612800,-0.45,-0.45,-0.45,-0.45
3208291200,-0.63,-0.63,-0.63,-0.63
3210883200,-0.76,-0.76,-0.76,-0.76
3213561600,-0.91,-0.91,-0.91,-0.91
3216153600,-0.87,-0.87,-0.87,-0.87
3218832000,-0.82,-0.82,-0.82,-0.82
3221510400,-0.79,-0.79,-0.79,-0.79
3224016000,-0.86,-0.86,-0.86,-0.86
3226694400,-0.95,-0.95,-0.95,-0.95
3229286400,-0.9,-0.9,-0.9,-0.9
3231964800,-0.78,-0.78,-0.78,-0.78
3234556800,-0.76,-0.76,-0.76,-0.76
3237235200,-0.87,-0.87,-0.87,-0.87
3239913600,-0.97,-0.97,-0.97,-0.97
3242505600,-0.94,-0.94,-0.94,-0.94
3245184000,-0.85,-0.85,-0.85,-0.85
3247776000,-0.71,-0.71,-0.71,-0.71
3250454400,-0.54,-0.54,-0.54,-0.54
3253132800,-0.29,-0.29,-0.29,-0.29
3255552000,-0.02,-0.02,-0.02,-0.02
3258230400,0.27,0.27,0.27,0.27
3260822400,0.57,0.57,0.57,0.57
3263500800,0.84,0.84,0.84,0.84
3266092800,1.12,1.12,1.12,1.12
3268771200,1.37,1.37,1.37,1.37
3271449600,1.6,1.6,1.6,1.6
3274041600,1.83,1.83,1.83,1.83
3276720000,1.99,1.99,1.99,1.99
3279312000,2.06,2.06,2.06,2.06
3281990400,1.92,1.92,1.92,1.92
3284668800,1.62,1.62,1.62,1.62
3287088000,1.26,1.26,1.26,1.26
3289766400,0.82,0.82,0.82,0.82
3292358400,0.49,0.49,0.49,0.49
3295036800,0.22,0.22,0.22,0.22
3297628800,0.08,0.08,0.08,0.08
3300307200,-0.07,-0.07,-0.07,-0.07
3302985600,-0.17,-0.17,-0.17,-0.17
3305577600,-0.21,-0.21,-0.21,-0.21
3308256000,-0.3,-0.3,-0.3,-0.3
3310848000,-0.42,-0.42,-0.42,-0.42
3313526400,-0.45,-0.45,-0.45,-0.45
3316204800,-0.24,-0.24,-0.24,-0.24
3318624000,-0.06,-0.06,-0.06,-0.06
3321302400,0.02,0.02,0.02,0.02
3323894400,-0.02,-0.02,-0.02,-0.02
3326572800,-0.04,-0.04,-0.04,-0.04
3329164800,-0.14,-0.14,-0.14,-0.14
3331843200,-0.28,-0.28,-0.28,-0.28
3334521600,-0.4,-0.4,-0.4,-0.4
3337113600,-0.51,-0.51,-0.51,-0.51
3339792000,-0.55,-0.55,-0.55,-0.55
3342384000,-0.54,-0.54,-0.54,-0.54
3345062400,-0.37,-0.37,-0.37,-0.37
3347740800,-0.16,-0.16,-0.16,-0.16
